Loss Function,Regularization,Optimizer,Train Loss,Validation Loss,Final Accuracy,Time (s)
NLLLoss,None,RMSprop,"[-5.381503816694021, -20.736794471740723, -37.69343161582947, -55.716979026794434, -74.22554445266724, -92.85851955413818, -110.80407047271729, -129.35483837127686, -149.57655715942383, -170.3882827758789, -192.15029907226562, -211.7267608642578, -234.2911319732666, -257.13337326049805, -280.1201114654541, -300.39592361450195, -327.34670639038086, -346.93256759643555, -371.4197807312012, -397.10348892211914, -424.3627700805664, -449.41130447387695, -476.92737197875977, -497.26233291625977, -525.4936599731445, -555.1337890625, -581.0484085083008, -612.7352676391602, -636.6150131225586, -660.6430130004883, -692.1921920776367, -722.0660247802734, -751.2107315063477, -787.295051574707, -814.4041748046875, -841.5820159912109, -864.6592254638672, -905.423583984375, -940.964241027832, -971.1361694335938, -996.9592437744141, -1039.8957290649414, -1073.8622817993164, -1102.6588973999023, -1128.2400817871094, -1169.8740692138672, -1199.5869598388672, -1249.7098693847656, -1281.9876556396484, -1311.3244323730469]","[-13.64378309249878, -30.511998176574707, -48.365936279296875, -66.98404693603516, -85.93183135986328, -105.30606460571289, -124.93663787841797, -144.8817367553711, -165.47464752197266, -186.63458251953125, -208.3626708984375, -230.29537200927734, -252.80992126464844, -275.8324432373047, -299.23423767089844, -322.6937255859375, -346.88438415527344, -371.2175598144531, -395.9634704589844, -421.23768615722656, -447.1380920410156, -473.2967224121094, -500.02015686035156, -526.7277221679688, -554.0947265625, -582.1080627441406, -610.4832153320312, -639.3291625976562, -668.2191772460938, -697.345947265625, -727.0823974609375, -757.3183288574219, -787.8313598632812, -818.9659423828125, -850.2754211425781, -881.9062805175781, -913.5498046875, -945.952880859375, -979.0586547851562, -1012.3302307128906, -1045.9161376953125, -1080.1756591796875, -1114.9494018554688, -1149.7667236328125, -1184.6712646484375, -1220.363525390625, -1256.2236328125, -1293.074462890625, -1330.0925903320312, -1367.3899536132812]",0.3,0.5392076969146729
NLLLoss,L1,SGD,"[0.06521233404055238, -0.23870553448796272, -0.6522111594676971, -1.3519180566072464, -2.7654765993356705, -5.302484452724457, -10.567817687988281, -20.62585210800171, -42.20985007286072, -84.7140097618103, -171.43610382080078, -345.7383098602295, -702.6770477294922, -1421.1809387207031, -2809.855712890625, -5738.301086425781, -11642.62548828125, -23920.762084960938, -48286.21630859375, -98075.2177734375, -199642.103515625, -407752.10546875, -823697.4765625, -1651722.2578125, -3291562.8125, -6828365.5625, -13494038.5, -27414755.75, -54390329.0, -111450704.0, -221415070.0, -444682780.0, -898586880.0, -1805661616.0, -3636640640.0, -7192774272.0, -14770632448.0, -29906120448.0, -61553880576.0, -125145778176.0, -247885524992.0, -503124774912.0, -1029728231424.0, -2082723790848.0, -4195311943680.0, -8553620242432.0, -17432619778048.0, -35443595542528.0, -71944905424896.0, -145209854787584.0]","[-0.20717187225818634, -0.5516006797552109, -1.1241129040718079, -2.1650876998901367, -4.231278419494629, -8.209703207015991, -16.17526149749756, -31.767423629760742, -63.901268005371094, -128.38998794555664, -258.8163146972656, -523.6274261474609, -1064.2801208496094, -2149.6035766601562, -4295.283935546875, -8688.9541015625, -17658.857421875, -36123.12109375, -73258.125, -148608.7109375, -302000.6875, -615747.03125, -1250437.3125, -2522801.875, -5049049.5, -10303379.5, -20642896.0, -41654586.0, -83348116.0, -169410416.0, -338729504.0, -678878496.0, -1365619968.0, -2745514368.0, -5520195840.0, -11009914368.0, -22295532544.0, -45241425920.0, -92598624256.0, -188967804928.0, -379249147904.0, -765429579776.0, -1554740477952.0, -3157748219904.0, -6385740546048.0, -12976585703424.0, -26413067403264.0, -53604671029248.0, -108899147448320.0, -220567617667072.0]",0.36666666666666664,0.46611595153808594
NLLLoss,L1,Adam,"[-0.04079211503267288, -1.0862906724214554, -2.7241397202014923, -5.474014192819595, -9.494819283485413, -15.570522665977478, -24.13982844352722, -35.66447591781616, -51.5525598526001, -74.23409652709961, -102.18560981750488, -133.98479080200195, -169.85302925109863, -211.7988338470459, -264.34045791625977, -312.62085723876953, -372.54370498657227, -437.84693145751953, -506.51944732666016, -576.4574737548828, -655.1192779541016, -740.2540435791016, -822.4883346557617, -921.3851318359375, -1011.7810821533203, -1119.38525390625, -1225.4985046386719, -1334.3476104736328, -1445.491470336914, -1576.2123107910156, -1680.328872680664, -1825.563735961914, -1967.3414154052734, -2072.193572998047, -2218.4999389648438, -2401.6764221191406, -2529.6207885742188, -2655.9139709472656, -2850.554656982422, -3022.3072814941406, -3182.7691040039062, -3331.241668701172, -3518.945556640625, -3670.426025390625, -3927.330535888672, -4076.7596130371094, -4282.4534912109375, -4479.855407714844, -4644.190002441406, -4867.781005859375]","[-0.6122640669345856, -1.9288038611412048, -4.168451547622681, -7.718081951141357, -12.929646968841553, -20.30738353729248, -30.67729949951172, -45.30624961853027, -65.14364433288574, -90.35990905761719, -121.1275634765625, -157.44434356689453, -199.31700897216797, -246.5108642578125, -298.6004943847656, -356.57452392578125, -419.52880859375, -487.69078063964844, -560.789306640625, -639.2779235839844, -722.4944763183594, -811.0282897949219, -903.3238525390625, -1000.4765014648438, -1102.6692504882812, -1209.454345703125, -1321.38134765625, -1437.5123291015625, -1558.72314453125, -1684.4456176757812, -1815.4382934570312, -1949.6464233398438, -2088.4427490234375, -2232.5201416015625, -2380.43603515625, -2530.4766845703125, -2687.3603515625, -2849.04833984375, -3012.76171875, -3182.699462890625, -3357.7073974609375, -3536.6058349609375, -3719.911376953125, -3907.510498046875, -4097.167724609375, -4293.885986328125, -4494.622802734375, -4699.72998046875, -4909.639404296875, -5123.093017578125]",0.36666666666666664,0.5691866874694824
NLLLoss,L1,RMSprop,"[-8.295116443186998, -39.68605971336365, -85.81759834289551, -135.19983577728271, -187.10997772216797, -242.55616760253906, -297.410306930542, -358.4507064819336, -432.3275566101074, -511.6554946899414, -599.7308731079102, -692.0387268066406, -779.2508163452148, -879.1629486083984, -977.4879379272461, -1068.084114074707, -1162.961441040039, -1267.6039733886719, -1358.5187377929688, -1468.549819946289, -1585.3438110351562, -1686.5161437988281, -1803.9308319091797, -1911.9152069091797, -2036.7766723632812, -2130.63330078125, -2254.726776123047, -2392.02392578125, -2491.89404296875, -2650.0642700195312, -2734.2758178710938, -2876.5311584472656, -2989.600372314453, -3127.8709716796875, -3252.9751586914062, -3408.80615234375, -3542.366180419922, -3705.5177001953125, -3854.5436401367188, -4019.4092407226562, -4136.2861328125, -4304.840637207031, -4483.3768310546875, -4596.4478759765625, -4795.720397949219, -4929.1156005859375, -5105.084533691406, -5284.631530761719, -5435.744445800781, -5580.481262207031]","[-23.708386421203613, -67.23150634765625, -118.1012077331543, -171.37273406982422, -226.69772338867188, -283.99232482910156, -344.9601135253906, -412.05201721191406, -493.2196044921875, -581.3822631835938, -672.0797424316406, -765.9491271972656, -860.9178771972656, -958.9039611816406, -1058.8758544921875, -1159.7340087890625, -1262.2076416015625, -1366.6513671875, -1471.9641723632812, -1580.145263671875, -1690.7505493164062, -1802.8931884765625, -1917.5575561523438, -2033.1376342773438, -2151.7471923828125, -2270.8118896484375, -2392.4754638671875, -2517.0242919921875, -2642.3223876953125, -2770.8509521484375, -2898.3831787109375, -3029.3291015625, -3167.682373046875, -3309.8681640625, -3453.7015380859375, -3600.60009765625, -3748.69287109375, -3899.899169921875, -4053.12255859375, -4208.815673828125, -4364.762451171875, -4523.070556640625, -4685.23681640625, -4846.85986328125, -5012.42236328125, -5179.242919921875, -5347.858642578125, -5519.37744140625, -5692.155029296875, -5866.781005859375]",0.36666666666666664,0.5370821952819824
NLLLoss,L2,SGD,"[0.026796420570462942, -0.4036462623625994, -0.9998377338051796, -2.095951020717621, -4.106263637542725, -8.263833403587341, -16.33496332168579, -32.58770132064819, -63.94461393356323, -132.0295295715332, -267.81596183776855, -531.6280136108398, -1067.5698623657227, -2193.6705169677734, -4435.254974365234, -9037.057983398438, -18123.9140625, -36138.842529296875, -73260.935546875, -151304.322265625, -301813.29296875, -617690.0390625, -1265337.375, -2544869.5, -5187925.71875, -10410885.8125, -20821786.875, -42746941.0, -87316873.5, -174849677.0, -355776604.0, -725529640.0, -1449305368.0, -2878027216.0, -5929823488.0, -11947684608.0, -24104419456.0, -48931125760.0, -99648008192.0, -202822592512.0, -409613348864.0, -824609599488.0, -1652610416640.0, -3362631680000.0, -6824813985792.0, -13957548212224.0, -27778228944896.0, -57175370629120.0, -116386774908928.0, -229935318827008.0]","[-0.28342051059007645, -0.8469634056091309, -1.6875066757202148, -3.286116361618042, -6.496834993362427, -12.867594718933105, -25.44240379333496, -50.59305953979492, -100.11840057373047, -202.43779754638672, -409.11131286621094, -819.1229858398438, -1643.0699462890625, -3335.1263427734375, -6745.84423828125, -13713.4345703125, -27653.2451171875, -55475.7734375, -111603.90234375, -227669.3125, -459254.375, -934888.28125, -1909403.0625, -3861232.375, -7844418.75, -15854712.0, -31876090.0, -64667614.0, -131658224.0, -266266576.0, -538902672.0, -1097208896.0, -2210439936.0, -4420877312.0, -8972625408.0, -18121728000.0, -36647767040.0, -74344787968.0, -150994190336.0, -306402852864.0, -618995154944.0, -1249503477760.0, -2515917471744.0, -5105131716608.0, -10329351258112.0, -21108234387456.0, -42372629004288.0, -86413764722688.0, -175736228937728.0, -352058318258176.0]",0.36666666666666664,0.47513294219970703
NLLLoss,L2,Adam,"[-2.5878500789403915, -5.889142960309982, -10.713449716567993, -17.32434368133545, -26.229925394058228, -37.61430835723877, -52.32527542114258, -69.43235492706299, -92.29775333404541, -118.50873470306396, -150.72651863098145, -185.8089199066162, -225.25135040283203, -269.7714080810547, -321.6415023803711, -372.76713943481445, -436.3516502380371, -497.19108963012695, -570.7026977539062, -641.1075210571289, -718.3550720214844, -803.4355850219727, -891.9601058959961, -971.5547485351562, -1078.7388305664062, -1187.2944793701172, -1283.7157745361328, -1401.4644012451172, -1512.38232421875, -1619.9905853271484, -1761.0797729492188, -1868.7470397949219, -1997.3052978515625, -2155.4302978515625, -2297.2840881347656, -2413.2510375976562, -2581.381805419922, -2729.0206298828125, -2896.4278869628906, -3062.3946228027344, -3256.5203857421875, -3378.384521484375, -3600.0153198242188, -3737.144805908203, -3938.6829223632812, -4117.694915771484, -4318.115539550781, -4508.5050048828125, -4739.537658691406, -4916.252380371094]","[-4.4842307567596436, -8.644910335540771, -14.605946063995361, -22.637255668640137, -33.09703350067139, -46.59513854980469, -63.475759506225586, -84.35934448242188, -109.52744674682617, -139.57291412353516, -174.2842025756836, -214.06642150878906, -258.5685119628906, -307.8433532714844, -361.8911590576172, -420.9445495605469, -484.2054901123047, -552.8082885742188, -626.2906494140625, -704.9986572265625, -788.0988159179688, -876.1865234375, -969.0154418945312, -1066.8834838867188, -1168.4268188476562, -1274.9695434570312, -1387.2464599609375, -1503.7561645507812, -1624.7092895507812, -1750.9406127929688, -1880.8042602539062, -2015.382568359375, -2154.3519287109375, -2296.0819091796875, -2442.64013671875, -2593.980224609375, -2749.5892333984375, -2910.5018310546875, -3074.0849609375, -3243.794677734375, -3417.3369140625, -3597.214111328125, -3778.8697509765625, -3966.571533203125, -4156.80908203125, -4350.592529296875, -4550.611572265625, -4754.98046875, -4962.474609375, -5176.75146484375]",0.36666666666666664,0.5575871467590332
NLLLoss,L2,RMSprop,"[-7.372259300202131, -36.20452642440796, -75.98841285705566, -118.33665943145752, -162.5021629333496, -210.78417015075684, -259.109899520874, -306.8634605407715, -355.7452697753906, -411.3583183288574, -457.3472480773926, -505.69089126586914, -561.883918762207, -612.4161605834961, -668.6471557617188, -728.3999099731445, -781.2982482910156, -843.9180679321289, -898.4433517456055, -959.5142059326172, -1031.8825302124023, -1087.040771484375, -1146.6637268066406, -1217.2885131835938, -1299.3285675048828, -1357.3728942871094, -1435.520751953125, -1516.44189453125, -1591.9891052246094, -1663.5804748535156, -1743.8179473876953, -1816.6917419433594, -1911.3553924560547, -2005.7362213134766, -2087.989456176758, -2172.385711669922, -2280.082305908203, -2379.5677185058594, -2501.4976501464844, -2571.6136169433594, -2679.0717163085938, -2798.593536376953, -2893.8497619628906, -2979.4847717285156, -3093.5509033203125, -3208.9130249023438, -3301.315643310547, -3440.4933471679688, -3533.0107421875, -3639.4878540039062]","[-21.99367904663086, -59.65838432312012, -103.43949890136719, -148.73582458496094, -195.40917205810547, -244.00682067871094, -293.8903045654297, -344.8922119140625, -396.4247741699219, -449.58856201171875, -502.66265869140625, -556.5987854003906, -611.655517578125, -667.6386413574219, -725.1388549804688, -783.6288146972656, -842.7221069335938, -903.29833984375, -964.4636840820312, -1026.9383239746094, -1091.1974487304688, -1155.7891845703125, -1221.4226684570312, -1292.233642578125, -1369.1923217773438, -1445.8619384765625, -1524.599365234375, -1605.1265258789062, -1686.6712036132812, -1768.976318359375, -1852.6624145507812, -1937.2765502929688, -2023.51220703125, -2111.2132568359375, -2201.876953125, -2299.4110107421875, -2399.233154296875, -2500.6129150390625, -2605.034423828125, -2708.2119140625, -2813.2376708984375, -2920.53369140625, -3028.708984375, -3137.4996337890625, -3248.2979736328125, -3360.640625, -3473.49169921875, -3589.3409423828125, -3705.4854736328125, -3823.0921630859375]",0.3333333333333333,0.5335283279418945
NLLLoss,Dropout,SGD,"[-0.03831723192706704, -0.8947341367602348, -2.006128042936325, -4.129523158073425, -9.21617591381073, -18.94143843650818, -36.688615798950195, -85.79758548736572, -180.78622150421143, -343.7714042663574, -730.3884315490723, -1366.950294494629, -3142.1568908691406, -6274.4232177734375, -12634.132202148438, -29985.5185546875, -57429.302734375, -109233.244140625, -222409.90234375, -432387.96484375, -865713.5078125, -1839096.09375, -3550763.1875, -7662004.0, -14638002.625, -27449497.125, -58084466.5, -130217251.0, -243802802.0, -453657164.0, -868336904.0, -1822174384.0, -4218893952.0, -8431419648.0, -18471855616.0, -41795843840.0, -71837926912.0, -165676196864.0, -340822779904.0, -707507994624.0, -1347579224064.0, -2570562600960.0, -5598673371136.0, -10948119429120.0, -21967761965056.0, -49725900062720.0, -102790477643776.0, -203712918192128.0, -365143307321344.0, -668500636991488.0]","[-0.5635233372449875, -1.6998120546340942, -3.52901554107666, -6.9192986488342285, -14.120285511016846, -28.804436683654785, -57.39017868041992, -123.91162872314453, -262.54578399658203, -526.653076171875, -1090.34228515625, -2137.6243286132812, -4546.860595703125, -9349.02392578125, -18931.7177734375, -41922.12890625, -85824.38671875, -169242.375, -339178.65625, -671952.875, -1338916.1875, -2747654.75, -5430357.0, -11252970.0, -22472680.0, -43535366.0, -88275312.0, -189040992.0, -379658576.0, -726317952.0, -1390323904.0, -2788291072.0, -6019034112.0, -12567773696.0, -26694204416.0, -58694438912.0, -113763553280.0, -239529058304.0, -498729385984.0, -1036664045568.0, -2075759476736.0, -4028721266688.0, -8302115684352.0, -16692834467840.0, -33740887687168.0, -72201126543360.0, -150787275620352.0, -307951336161280.0, -589247148982272.0, -1100222881071104.0]",0.36666666666666664,0.47763609886169434
NLLLoss,Dropout,Adam,"[0.4881330616772175, -1.0763759748078883, -2.5146427899599075, -5.098312526941299, -8.703297436237335, -13.18581771850586, -18.781031131744385, -28.851917266845703, -41.11236906051636, -52.31329679489136, -68.26174831390381, -81.77482175827026, -106.53303050994873, -122.44452857971191, -141.75967407226562, -166.37865829467773, -204.27842140197754, -233.80826568603516, -276.68299102783203, -293.2047748565674, -381.79272842407227, -383.09521484375, -411.7215270996094, -480.05774307250977, -522.6343727111816, -550.2508811950684, -591.3688278198242, -629.2991485595703, -673.328010559082, -799.9523391723633, -873.8589859008789, -898.0696868896484, -976.4066925048828, -1107.386947631836, -1090.9203643798828, -1219.4264831542969, -1186.5753173828125, -1313.274887084961, -1356.6231689453125, -1584.3492279052734, -1497.3864135742188, -1614.1132049560547, -1659.5652770996094, -1832.79052734375, -1875.1640167236328, -2094.4464263916016, -2043.7682037353516, -2317.320999145508, -2246.630355834961, -2384.3727416992188]","[-0.4657692611217499, -1.9993330836296082, -4.021798133850098, -6.982553005218506, -11.382771015167236, -17.339927673339844, -25.280526161193848, -35.43920135498047, -47.8179817199707, -62.510915756225586, -79.67776489257812, -98.83990478515625, -120.40758514404297, -144.0679168701172, -169.37604522705078, -197.09204864501953, -226.32123565673828, -259.36161041259766, -295.34576416015625, -333.5762939453125, -374.6926574707031, -418.0320129394531, -463.5738830566406, -510.7873992919922, -560.6049194335938, -611.7671203613281, -664.8499145507812, -719.360595703125, -775.1727905273438, -834.8147277832031, -898.014892578125, -965.1579895019531, -1034.7098693847656, -1106.3638916015625, -1179.3475952148438, -1255.4448852539062, -1331.5362548828125, -1408.1223754882812, -1487.3953247070312, -1570.936767578125, -1656.9968872070312, -1742.7384033203125, -1829.6491088867188, -1919.0047607421875, -2011.4384155273438, -2108.7088623046875, -2207.3828125, -2308.840576171875, -2411.4669189453125, -2515.50830078125]",0.36666666666666664,0.600632905960083
NLLLoss,Dropout,RMSprop,"[-10.400886081159115, -50.362271785736084, -102.74408531188965, -156.2634162902832, -219.76166343688965, -271.36739349365234, -351.6643524169922, -408.6094055175781, -467.5323181152344, -526.0521202087402, -602.1493377685547, -667.5802001953125, -669.9715347290039, -756.8795547485352, -858.4130096435547, -888.0249938964844, -943.8409194946289, -1049.1909255981445, -1071.2920379638672, -1202.7503051757812, -1287.3762817382812, -1356.2369232177734, -1412.734848022461, -1447.8162536621094, -1588.4930267333984, -1582.6455535888672, -1718.9465637207031, -1857.8807220458984, -1998.600830078125, -1950.0903625488281, -2226.3534088134766, -2106.9803314208984, -2264.1123809814453, -2495.1825561523438, -2415.9136962890625, -2779.316192626953, -2692.1241760253906, -2679.0230712890625, -2840.145477294922, -3013.575164794922, -3035.2274169921875, -3323.9456481933594, -3170.108184814453, -3323.864288330078, -3417.9125366210938, -3596.281707763672, -4069.8938903808594, -3823.1589965820312, -3996.1487426757812, -4021.5313720703125]","[-31.878905296325684, -80.46223449707031, -135.91806030273438, -193.06380462646484, -253.59745025634766, -313.7929992675781, -378.67010498046875, -441.6916961669922, -505.5442199707031, -570.9911804199219, -637.6434631347656, -705.5561828613281, -769.1344909667969, -836.9317016601562, -908.9004516601562, -978.7276916503906, -1049.5414733886719, -1125.0316162109375, -1198.4518432617188, -1276.8309936523438, -1357.4843139648438, -1439.0869750976562, -1520.3692016601562, -1600.3740844726562, -1684.5861206054688, -1765.84814453125, -1851.5850830078125, -1941.1617431640625, -2033.8742065429688, -2121.6468505859375, -2218.468994140625, -2307.52978515625, -2401.91259765625, -2501.985595703125, -2596.0828857421875, -2701.15673828125, -2800.353759765625, -2897.7728271484375, -2998.624267578125, -3103.659912109375, -3206.369140625, -3316.4345703125, -3419.60986328125, -3525.748046875, -3633.3306884765625, -3743.5511474609375, -3866.5113525390625, -3978.2333984375, -4092.8731689453125, -4206.9775390625]",0.3333333333333333,0.5349955558776855
CrossEntropyLoss,None,SGD,"[0.9372085407376289, 0.8689728751778603, 0.8326945900917053, 0.7917512580752373, 0.7475673705339432, 0.7166623324155807, 0.6858587712049484, 0.6665394529700279, 0.6484500840306282, 0.6245147213339806, 0.6002743020653725, 0.5910680517554283, 0.5696710348129272, 0.5442708358168602, 0.5420962050557137, 0.5270632766187191, 0.5139443464577198, 0.5151577293872833, 0.5118215717375278, 0.4836348630487919, 0.4808771274983883, 0.4692733474075794, 0.47625017911195755, 0.46383413299918175, 0.4590422250330448, 0.44326791539788246, 0.4471667781472206, 0.4405914545059204, 0.42402296513319016, 0.4204685054719448, 0.4152640104293823, 0.42043669521808624, 0.4129143953323364, 0.40272336825728416, 0.4029398150742054, 0.3850354328751564, 0.38954832032322884, 0.37862515449523926, 0.37638288363814354, 0.37647581100463867, 0.3651846870779991, 0.36901121214032173, 0.3535863570868969, 0.34976623207330704, 0.3568560369312763, 0.34105565771460533, 0.34005699679255486, 0.3507707417011261, 0.32767796888947487, 0.3389757610857487, 0.3199684750288725, 0.32028266601264477, 0.32561077550053596, 0.315847123041749, 0.3133999239653349, 0.30748690478503704, 0.3052121791988611, 0.308096457272768, 0.3003652784973383, 0.2910189386457205, 0.298144219443202, 0.2807510308921337, 0.2824876010417938, 0.28525860607624054, 0.28526320308446884, 0.27791969291865826, 0.27405526861548424, 0.26288051530718803, 0.2580693569034338, 0.26860830560326576, 0.24940043222159147, 0.2595673445612192, 0.25310802832245827, 0.2539184968918562, 0.2513865865767002, 0.24738145247101784, 0.252620218321681, 0.24073385260999203, 0.24164886213839054, 0.24252131395041943, 0.2508356887847185, 0.2381282988935709, 0.2361402940005064, 0.22673868387937546, 0.23183909989893436, 0.2219296097755432, 0.2191433347761631, 0.22219335101544857, 0.22238745726644993, 0.21253836527466774, 0.21571307443082333, 0.20578917488455772, 0.21543307043612003, 0.21406108140945435, 0.20656931400299072, 0.2023989800363779, 0.21022368595004082, 0.20077580772340298, 0.19598285295069218, 0.20000424794852734]","[0.8854050040245056, 0.8284635543823242, 0.8019953370094299, 0.7444753348827362, 0.7068896591663361, 0.6764446496963501, 0.6494021117687225, 0.6344491541385651, 0.611541360616684, 0.597926676273346, 0.5726317763328552, 0.5743674039840698, 0.5430639982223511, 0.5274523049592972, 0.5203355997800827, 0.5066663175821304, 0.5126844942569733, 0.4935636520385742, 0.4922301918268204, 0.47711311280727386, 0.46333013474941254, 0.4576794058084488, 0.4512504041194916, 0.45083415508270264, 0.44538863003253937, 0.4324039816856384, 0.4299575239419937, 0.4236804246902466, 0.41391079127788544, 0.4162197560071945, 0.41385577619075775, 0.39903661608695984, 0.40173138678073883, 0.40145689249038696, 0.39094333350658417, 0.37910011410713196, 0.3820601999759674, 0.3694731146097183, 0.3666945546865463, 0.3619810491800308, 0.35689570009708405, 0.36439795792102814, 0.3600435107946396, 0.3507447987794876, 0.34122809767723083, 0.3391820192337036, 0.3393181711435318, 0.3444812297821045, 0.3335890769958496, 0.3316079378128052, 0.3206599950790405, 0.3167378455400467, 0.3332410007715225, 0.3119921386241913, 0.30950236320495605, 0.30908167362213135, 0.30469876527786255, 0.297718346118927, 0.2949116677045822, 0.2958472967147827, 0.2894287556409836, 0.29058146476745605, 0.29536937177181244, 0.2822398394346237, 0.28542324900627136, 0.2955336421728134, 0.2730812504887581, 0.2712782770395279, 0.2805451303720474, 0.2660634145140648, 0.2643342837691307, 0.26469214260578156, 0.2602722495794296, 0.26042843610048294, 0.2549723833799362, 0.26367393136024475, 0.2611720860004425, 0.24897082895040512, 0.2475283145904541, 0.2460377961397171, 0.27303922921419144, 0.24189815670251846, 0.24020344018936157, 0.2376246675848961, 0.23385435342788696, 0.23220455646514893, 0.23181428760290146, 0.22807423025369644, 0.22846384346485138, 0.22531893104314804, 0.22278622537851334, 0.22222959995269775, 0.22325100749731064, 0.21805182844400406, 0.21741211414337158, 0.2153313159942627, 0.23016035556793213, 0.21356097608804703, 0.21029068529605865, 0.21199972927570343]",0.9666666666666667,0.9709222316741943
CrossEntropyLoss,None,Adam,"[1.111918956041336, 0.9880772158503532, 0.9255299419164658, 0.8237747251987457, 0.7304363548755646, 0.6464749500155449, 0.5692808479070663, 0.5088268220424652, 0.46188778430223465, 0.4430885575711727, 0.4058898724615574, 0.3863960765302181, 0.3473382443189621, 0.34593668207526207, 0.3182799555361271, 0.30764249339699745, 0.2777395322918892, 0.26732378639280796, 0.23987829126417637, 0.23222839087247849, 0.21781666576862335, 0.20664363913238049, 0.19435572903603315, 0.18228219542652369, 0.18715100176632404, 0.17938572354614735, 0.1685038348659873, 0.16958946734666824, 0.16489414498209953, 0.14898976031690836, 0.15593029279261827, 0.13839270547032356, 0.13311577681452036, 0.11999915866181254, 0.12595177069306374, 0.12565990258008242, 0.12197269545868039, 0.11193742463365197, 0.1190297594293952, 0.10637724492698908, 0.10889806505292654, 0.11159398383460939, 0.10855550039559603, 0.10336484061554074, 0.10317124612629414, 0.09573536971583962, 0.09864059742540121, 0.0947181205265224, 0.0986444279551506, 0.11067914008162916, 0.1001751427538693, 0.10464820684865117, 0.08806958445347846, 0.08584788395091891, 0.09577027219347656, 0.10622250335291028, 0.11654247622936964, 0.07975073857232928, 0.09023454738780856, 0.08546352107077837, 0.09838610223960131, 0.08509161323308945, 0.09215191751718521, 0.07900565210729837, 0.11017756094224751, 0.1265602889470756, 0.16663337987847626, 0.098845976870507, 0.07976829167455435, 0.09128733712714165, 0.09224231773987412, 0.082681656582281, 0.0797058753669262, 0.07535060402005911, 0.07760786777362227, 0.0759377155918628, 0.07890155562199652, 0.07183859567157924, 0.0767584026325494, 0.07075870665721595, 0.07060683437157422, 0.07372838980518281, 0.08139315957669169, 0.07046765135601163, 0.07040493038948625, 0.07187584263738245, 0.06732970289885998, 0.07117259356891736, 0.07157367636682466, 0.06576379772741348, 0.0650817018467933, 0.07412439654581249, 0.06828380574006587, 0.06601933483034372, 0.07212932500988245, 0.06768446788191795, 0.07114192144945264, 0.06934092636220157, 0.0728355273604393, 0.06804506451589987]","[1.0014152824878693, 0.9447517096996307, 0.8364803194999695, 0.7555441558361053, 0.6719871163368225, 0.5748716294765472, 0.51756152510643, 0.4743625819683075, 0.44080424308776855, 0.4032331109046936, 0.37632590532302856, 0.3577558696269989, 0.33147425949573517, 0.31492672860622406, 0.29739412665367126, 0.27579332888126373, 0.26569555699825287, 0.2448004186153412, 0.2410540133714676, 0.21890851110219955, 0.20762359350919724, 0.19676413387060165, 0.19061759114265442, 0.18200761079788208, 0.17242322862148285, 0.16578814387321472, 0.16117022186517715, 0.15415333956480026, 0.14962325990200043, 0.1463610678911209, 0.141623854637146, 0.13816573098301888, 0.1350400485098362, 0.14629939943552017, 0.12745929509401321, 0.12536931782960892, 0.12607162073254585, 0.11991547420620918, 0.11772724986076355, 0.11547974869608879, 0.1139184832572937, 0.11168337240815163, 0.1162542887032032, 0.10836989432573318, 0.10973603650927544, 0.1084955707192421, 0.10430971905589104, 0.11999302729964256, 0.10348519682884216, 0.10038822516798973, 0.10959823429584503, 0.09797502681612968, 0.10717877373099327, 0.09603922069072723, 0.0953785702586174, 0.10200746729969978, 0.09528799913823605, 0.12287067621946335, 0.09351130202412605, 0.09258665516972542, 0.09136417880654335, 0.09146504662930965, 0.09908651560544968, 0.08879228867590427, 0.08820350840687752, 0.10841062664985657, 0.11868476867675781, 0.16768132150173187, 0.09226997569203377, 0.08679796755313873, 0.09908277913928032, 0.0885006133466959, 0.09635564312338829, 0.08584566786885262, 0.08323561027646065, 0.08652051165699959, 0.0921182632446289, 0.08214563876390457, 0.08873382583260536, 0.08148659393191338, 0.08463603630661964, 0.08010655827820301, 0.08826355636119843, 0.08663222938776016, 0.08502639085054398, 0.0793286431580782, 0.07837927341461182, 0.08701787143945694, 0.0808258019387722, 0.07784123346209526, 0.08115863427519798, 0.0832981988787651, 0.08164205774664879, 0.08459967747330666, 0.07621139846742153, 0.08006548881530762, 0.07990510761737823, 0.07531055808067322, 0.07549983821809292, 0.08723322674632072]",0.9666666666666667,1.1281023025512695
